Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
10|Maude wondered again why Bernard was seeing her home, when he was so much older than she.|Mr. Dombey or any friend of Dad's might see her safely there. She thought he had a pleasant laugh|"SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.

            FIRST PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.
            SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.

            FIRST PIECE: Maude wondered again"|"SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.

            FIRST PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she. 
            SECOND PIECE: Maude wondered again why Bernard was seeing her home, when he was so much older than she.

            FIRST PIECE: Maude wondered"|0.4577309489250183|0.4480382204055786|0.009692728519439697|0.07407407407407407|0.07317073170731707|0.0009033423667570012
11|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"SECOND PIECE: Dora and Maude had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            FIRST PIECE: The train was a long, low, black thing, with a great, rolling puff of smoke streaming back from the engine.
            SECOND PIECE: The train was a long, low, black thing, with a great, rolling p"|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            The first piece is a sentence, the second piece is a sentence fragment.
            The sentence fragment is a complete sentence, but it is missing some words.
            The sentence fragment is a complete sentence, but it is missing some words.
            The sentence fragment is a complete sentence"|0.27623480558395386|0.4491686224937439|-0.17293381690979004|0.043478260869565216|0.048192771084337345|-0.004714510214772129
12|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            FIRST PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            SECOND PIECE: Maude and Dora had seen the trains rushing across the pra"|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            The task is to complete the sentence by filling in the blanks with the correct words.

            The words in the blanks are not necessarily the same as the words in the first piece.

            The first piece and the second piece are not necessarily the same length."|0.16288331151008606|0.5694127082824707|-0.40652939677238464|0.06521739130434782|0.047619047619047616|0.017598343685300208
13|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|"SECOND PIECE: The wheel was a blur and the needle was a streak of light.

            FIRST PIECE: The wheel was a blur and the needle was a streak of light.
            SECOND PIECE: The wheel was a blur and the needle was a streak of light.

            FIRST PIECE: The wheel was a blur and the needle was a streak of light.
            SECOND PIECE"|"SECOND PIECE: The wheel was a blur and the needle was a streak of light.

            FIRST PIECE: The wheel was a blur and the needle was a streak of light. 
            SECOND PIECE: The wheel was a blur and the needle was a streak of light.

            FIRST PIECE: The wheel was a blur and the needle was a streak of light. 
            SECOND P"|0.3558560013771057|0.36946722865104675|-0.01361122727394104|0.07894736842105263|0.07894736842105263|0.0
14|Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|"SECOND PIECE: The ballerina is wearing a tutu.
            ANSWER: The ballerina is wearing a tutu.

            FIRST PIECE: The ballerina is wearing a tutu.
            SECOND PIECE: The ballerina is wearing a tutu.
            ANSWER: The ballerina is wearing a tutu.

            FIRST PIECE: The ball"|"SECOND PIECE: The painting is by <NAME>.

            The answer is: 
            <NAME>

            The answer is: 
            <NAME>

            The answer is: 
            <NAME>

            The answer is: 
            <NAME>

            The answer is: 
            <NAME>

            The answer is: 
            <NAME>

            The answer is"|0.40477830171585083|0.4198682904243469|-0.015089988708496094|0.09523809523809523|0.04|0.05523809523809523
15|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"by <NAME> called ""The Scream.""
            SECOND PIECE: Muriel has hanging in her living room a famous painting by <NAME> called ""The Scream.""
            
            ANSWER: The Scream

            ANSWER: The Scream

            ANSWER: The Scream

            ANSWER: The Scream

            ANSWER: The Scream

            ANSWER: The Scre"|"SECOND PIECE: of a woman in a red dress.

            FIRST PIECE: The painting is by <NAME>.
            SECOND PIECE: It is a portrait of <NAME>.

            FIRST PIECE: The painting is called ""The Red Dress"".
            SECOND PIECE: It is called ""The Lady in Red"".

            FIRST PIECE: The painting is a gift"|0.29769617319107056|0.2074722945690155|0.09022387862205505|0.1|0.07843137254901962|0.021568627450980385
16|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"Farnsworth, who was coming out of the bathroom.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Farnsworth, who was coming out of the bathroom.
            ANSWER: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Farnsworth, who was coming out of the bathroom.

            FIRST P"|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|0.1163148283958435|0.36372852325439453|-0.24741369485855103|0.044444444444444446|0.023255813953488372|0.021188630490956074
17|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Bolshevik faction, was arrested in 1917.
            SECOND PIECE: Kotkin describes how Lev Kamenev, a member of the Bolshevik faction, was arrested in 1917.

            FIRST PIECE: Kotkin describes how Lev Kamenev, a member of the Bolshevik faction, was arrested in 1917."|"who was a member of the Bolshevik Central Committee, 
            was arrested in 1937 and executed in 1938.
            SECOND PIECE: Lev Kamenev was a member of the Bolshevik Central Committee."|0.29257267713546753|0.3467558026313782|-0.054183125495910645|0.13157894736842105|0.10989010989010989|0.021688837478311157
18|The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|"SECOND PIECE: The wheel was a blur and the needle was a streak of light.
            ANSWER: The wheel was a blur and the needle was a streak of light.

INSTRUCTION: Finish the THIRD PIECE based on the FIRST and SECOND PIECE, such that these three pieces become a single instance. Only respond with the most likely completion. Do not respond with the original sentence or the instruction."|"SECOND PIECE: The wheel was a blur and the needle was a streak of light.

            The first piece of the test split is a single sentence. The second piece of the test split is a single sentence.

            The first piece of the test split is a single sentence. The second piece of the test split is a single sentence.

            The first piece of the test split is a single sentence. The second piece of the test split is"|0.3103388547897339|0.22489985823631287|0.08543899655342102|0.06521739130434782|0.07407407407407407|-0.008856682769726246
19|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"Hale.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Hale.
            THE ANSWER: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Hale.

            FIRST PIECE: The man was standing in the doorway, looking out.
            SECOND PIECE: The man was standing"|SECOND PIECE:|0.13892602920532227|0.3813507556915283|-0.24242472648620605|0.0|0.07407407407407408|-0.07407407407407408
20|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"book to be a good read.
            SECOND PIECE: The people in my reading group found Carpenter's book to be a good read.
            ANSWER: Carpenter's book to be a good read.

            FIRST PIECE: The people in my reading group found Carpenter's book to be a good read.
            SECOND PIECE: The people in my reading group found Carpenter's book to"|"1980 book on the Winograd Schema Challenge to be a very interesting read.
            SECOND PIECE: Carpenter's 1980 book on the Winograd Schema Challenge to be a very interesting read.

            The goal is to complete the sentence.

            The sentence must be a complete sentence.

            The sentence must be grammatically correct.

            The sentence must be in the present tense."|0.32937949895858765|0.5440131425857544|-0.21463364362716675|0.0303030303030303|0.028571428571428574|0.0017316017316017264
21|The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"book to be a good read.
            SECOND PIECE: The people in my reading group found Carpenter's book to be a good read.

            ANSWER: The people in my reading group found Carpenter's book to be a good read.

            ANSWER: The people in my reading group found Carpenter's book to be a good read.

            ANSWER: The people in my reading group found Carpenter"|"1980 book, _The_ _Making_ _of_ _America_ , to be a fascinating account of the history of the United States.
            SECOND PIECE: The people in my reading group found Carpenter's 1980 book, _The Making of America_ , to be a fascinating account of the history of the United States.

            FIRST PIECE: The people in my reading group found Carpenter'"|0.6595037579536438|0.5340846180915833|0.12541913986206055|0.030769230769230767|0.027777777777777776|0.0029914529914529912
22|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            FIRST PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.
            SECOND PIECE: Maude and Dora had seen the trains rushing across the pra"|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            The original form of the FIRST PIECE is:
            Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

            The original form of the SECOND PIECE"|0.4697573781013489|0.5694127082824707|-0.09965533018112183|0.047619047619047616|0.047619047619047616|0.0
23|When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|"SECOND PIECE: When Maude got to school, Nell Raleigh was already there.

            FIRST PIECE: When Maude got to school, Nell Raleigh was already there.
            SECOND PIECE: When Maude got to school, Nell Raleigh was already there.

            FIRST PIECE: When Maude got to school, Nell Raleigh was already there.
            SECON"|"SECOND PIECE: When Maude got to school, Nell Raleigh was already there.

            The answer is:
            When Maude got to school, Nell Raleigh was already there.

            The answer is:
            When Maude got to school, Nell Raleigh was already there.

            The answer is:
            When Maude got to school, Nell Raleigh was already there.

            The"|0.3860846161842346|0.4789575934410095|-0.0928729772567749|0.03125|0.032786885245901634|-0.0015368852459016341
24|Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"by <NAME> called The Scream.
            SECOND PIECE: Muriel has hanging in her living room a famous painting by <NAME> called The Scream."|"SECOND PIECE: of a woman with a dog.
            
            FIRST PIECE: The painting is by <NAME>, 
            SECOND PIECE: and is called ""The Dog"".
            
            FIRST PIECE: The painting is a copy of a painting 
            SECOND PIECE: by <NAME>, and is called ""The Dog"".
            
            FIRST PIECE: The"|0.32194244861602783|0.22539666295051575|0.09654578566551208|0.10909090909090909|0.12121212121212123|-0.012121212121212144
25|After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|"the world is a dangerous place to live; not because of the people who are evil, but because of the people who don't do anything about it.
            SECOND PIECE: After all, the world is a dangerous place to live; not because of the people who are evil, but because of the people who don't do anything about it.

            FIRST PIECE: After all, the world is a dangerous place to live; not because of"|"1984 is a novel.
            SECOND PIECE: After all, 1984 is a novel.

            FIRST PIECE: The book is about the life of Winston Smith.
            SECOND PIECE: The book is about the life of Winston Smith.

            FIRST PIECE: The book is about the life of Winston Smith.
            SECOND PIECE: The book is about the"|0.30817002058029175|0.4123084545135498|-0.10413843393325806|0.025641025641025644|0.03960396039603961|-0.013962934755013968
26|Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"Smith had come to dinner.
            SECOND PIECE: Grandma had set a place for Mary; and once Mrs. Smith had come to dinner.

            ANSWER: Grandma had set a place for Mary; and once Mrs. Smith had come to dinner.

            EXPLANATION: The first piece is a sentence fragment. The second piece is a sentence fragment. The second piece is a complete sentence.

            ANSWER: Grand"|"Mitford had finished her tea, she went to the piano and played 
            some of her favorite songs.
            SECOND PIECE: Grandma had set a place for Mary; and once Mrs. 
            Mitford had finished her tea, she went to the piano and played 
            some of her favorite songs.

            FIRST PIECE: Grandma had set a place for Mary; and once Mrs."|0.33657515048980713|0.3049468994140625|0.03162825107574463|0.08955223880597016|0.028169014084507043|0.06138322472146311
27|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|"Smith.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Smith.
            COMPLETION: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Smith.

            FIRST PIECE: The man who was in the room was a stranger.
            SECOND PIECE: The man who was in the room was a stranger"|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|0.1163148283958435|0.3355703353881836|-0.2192555069923401|0.044444444444444446|0.06896551724137931|-0.024521072796934863
28|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"Dashwood.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Dashwood.

            FIRST PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Dashwood.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. D"|"SECOND PIECE: 
            INSTRUCTION: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr."|0.09938745200634003|0.3104415535926819|-0.21105410158634186|0.043478260869565216|0.02469135802469136|0.018786902844873856
29|People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|"SECOND PIECE: People kept going through the traffic light because the light was in the middle of a holiday display.
            FIRST PIECE: People kept going through the traffic light because the light was in the middle of a holiday display.
            SECOND PIECE: People kept going through the traffic light because the light was in the middle of a holiday display.
            FIRST PIECE: People kept going through the traffic light because the"|"SECOND PIECE: The light was in the middle of a holiday display.
            
            The answer is: The light was in the middle of a holiday display.
            
            The answer is: The light was in the middle of a holiday display.
            
            The answer is: The light was in the middle of a holiday display.
            
            The answer is: The light was in the middle of a holiday display."|0.5119137167930603|0.4636662006378174|0.04824751615524292|0.029411764705882353|0.02666666666666667|0.002745098039215684
30|Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"Baxter, who was coming out of the office.
            SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Baxter, who was coming out of the office.

            FIRST PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. Baxter, who was coming out of the office.
            SECOND P"|"SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            EXPECTED RESULT: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 

            FIRST PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr. 
            SECOND PIECE: Mat advanced"|0.269334614276886|0.3226902484893799|-0.053355634212493896|0.02469135802469136|0.022988505747126436|0.0017028522775649237
31|Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|"SECOND PIECE: Mark became absorbed in Blaze, the white horse.

            FIRST PIECE: Mark became absorbed in Blaze, the white horse.
            SECOND PIECE: Mark became absorbed in Blaze, the white horse.

            FIRST PIECE: Mark became absorbed in Blaze, the white horse.
            SECOND PIECE: Mark became absorbed in Blaze, the white horse."|"SECOND PIECE: Mark became absorbed in Blaze, the white horse.

            The answer is: Mark became absorbed in Blaze, the white horse.

            The answer is: Mark became absorbed in Blaze, the white horse.

            The answer is: Mark became absorbed in Blaze, the white horse.

            The answer is: Mark became absorbed in Blaze, the white horse.

            The answer is: Mark"|0.3261334002017975|0.38736987113952637|-0.06123647093772888|0.08888888888888889|0.09756097560975609|-0.008672086720867195
32|Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"SECOND PIECE: Always before, Larry had helped Dad with his work.

            FIRST PIECE: Always before, Larry had helped Dad with his work.
            SECOND PIECE: Always before, Larry had helped Dad with his work.

            FIRST PIECE: Always before, Larry had helped Dad with his work.
            SECOND PIECE: Always before, Larry had helped Dad with his work."|"SECOND PIECE: Always before, Larry had helped Dad with his work.

            FIRST PIECE: Larry had helped Dad with his work. 
            SECOND PIECE: Larry had helped Dad with his work.

            FIRST PIECE: Larry had helped Dad with his work. 
            SECOND PIECE: Larry had helped Dad with his work.

            FIRST PIECE: Larry"|0.471319317817688|0.6090242266654968|-0.13770490884780884|0.05333333333333334|0.049999999999999996|0.003333333333333341
33|Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a member of the Bolshevik Central Committee, was killed in a 1937 purge.
            SECOND PIECE: Kotkin describes how Lev Kamenev, a member of the Bolshevik Central Committee, was killed in a 1937 purge.
            ANSWER: Kotkin describes how Lev Kamenev, a member of the Bolshevik Central Committee, was killed in a 193"|"who was a member of the Bolshevik Central Committee, 
            was arrested in 1937. 
            
            SECOND PIECE: Kotkin describes how Lev Kamenev, 
            who was a member of the Bolshevik Central Committee, 
            was arrested in 1937. 
            
            FIRST PIECE: Kotkin describes how Lev Kamenev,"|0.3642287254333496|0.34589236974716187|0.018336355686187744|0.1149425287356322|0.1020408163265306|0.012901712409101596
34|The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|"SECOND PIECE: The last day came.
            COMPLETION: The last day came.

            FIRST PIECE: The last day came.
            SECOND PIECE: The last day came.
            COMPLETION: The last day came.

            FIRST PIECE: The last day came.
            SECOND PIECE: The last day came.
            COMPLETION: The last"|"SECOND PIECE: The last day came. 
            THE ANSWER: The last day came. 

            FIRST PIECE: The last day came. 
            SECOND PIECE: The last day came. 
            THE ANSWER: The last day came. 

            FIRST PIECE: The last day came. 
            SECOND PIECE: The last day"|0.4239739179611206|0.31864166259765625|0.10533225536346436|0.0|0.0|0.0
35|Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine. 

            The first piece is a sentence. The second piece is a sentence. The first piece is a sentence. The second piece is a sentence. The first piece is a sentence. The second piece is a sentence. The first piece is a sentence. The second piece is a sentence. The"|0.17463403940200806|0.19214105606079102|-0.01750701665878296|0.042105263157894736|0.08695652173913043|-0.044851258581235696
36|Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"SECOND PIECE: Cecile d'Arblay has in her living room a famous painting of a ballerina by Muriel.

            INSTRUCTION: Finish the SECOND PIECE based on the FIRST PIECE, such that these two pieces become a single instance. Only respond with the most likely completion. Do not respond with the original sentence or the instruction.
            FIRST PIECE: Muriel has in her living"|"SECOND PIECE: The painting is a portrait of a ballerina named <NAME>.

            The first piece is a description of a painting. The second piece is a description of the painting's subject.

            The first piece is a description of a painting. The second piece is a description of the painting's subject.

            The first piece is a description of a painting. The second piece is a description of the painting's subject"|0.464962899684906|0.28509825468063354|0.17986464500427246|0.023529411764705882|0.08108108108108109|-0.057551669316375204
