Index|Label|First piece|Gold|Prediction|BLEURT|ROUGEL
11||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|-1.081519603729248|0.08695652173913043
12||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|-1.081519603729248|0.08695652173913043
13||The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|"SECOND PIECE: The wheel was a blur and the needle was a streak of light.

The first line of the test file contains the number of test instances, T.

For each test instance, the first line contains a string of length 100, which is the FIRST PIECE.

The second line contains a string of length 100, which is the SECOND PIECE.

For each test instance, print a"|-1.517127275466919|0.07407407407407407
14||Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|The ballerina is wearing a pink tutu and is dancing on a stage. The stage is in front of a blue curtain. The painting is hanging on the wall. The painting is signed by the artist. The artist is a famous painter. The famous painter is a woman. The famous woman painter is a famous dancer. The famous dancer is a famous actress. The famous actress is a famous singer. The famous singer is a famous dancer. The famous dancer is a famous painter. The famous|-1.2339791059494019|0.0425531914893617
15||Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"by Vincent van Gogh. The painting is of a crow on a wheat field. The painting is called ""The Starry Night"".
 SECOND PIECE: Muriel has hanging in her living room a famous painting by Vincent van Gogh. The painting is of a crow on a wheat field. The painting is called ""The Starry Night""."|-1.3059089183807373|0.15384615384615383
16||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|-1.442392349243164|0.044444444444444446
17||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a prominent Bolshevik, was arrested in 1936.
 SECOND PIECE: Kamenev was arrested in 1936."|-1.1063082218170166|0.0983606557377049
18||The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|SECOND PIECE: The wheel was a blur and the needle was a streak of light.|-1.6020678281784058|0.20689655172413796
19||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|SECOND PIECE: The clerk was a man of few words, but he was very polite.|-1.3835333585739136|0.09090909090909091
20||The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"book to be very interesting.
 SECOND PIECE: The people in my reading group found Carpenter's book to be very interesting."|-1.2061891555786133|0.06896551724137931
21||The people in my reading group found Carpenter's|poems hard to understand because they are obscure.|"book to be a good read.
 SECOND PIECE: The people in my reading group found Carpenter's book to be a good read."|-1.2617515325546265|0.06451612903225806
22||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|-1.081519603729248|0.08695652173913043
23||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|-1.4831695556640625|0.08333333333333333
24||Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|of a woman. The woman is wearing a red dress. The woman is looking at the viewer. The woman is holding a red flower. The woman is standing in front of a red curtain. The woman is standing in front of a red wall. The woman is standing in front of a red table. The woman is standing in front of a red chair. The woman is standing in front of a red door. The woman is standing in front of a red window. The woman is standing in front|-1.1836299896240234|0.039603960396039604
25||After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|"it was a very nice day.
 SECOND PIECE: I was very happy."|-1.2325799465179443|0.0
26||Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"Jones had been there.
 SECOND PIECE: Mary had been there once; and once Mrs. Jones had set a place for Grandma.

### Solution

```
SECOND PIECE: Mary had been there once; and once Mrs. Jones had set a place for Grandma."|-1.484966516494751|0.0
27||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|SECOND PIECE: Mr. and Mrs.|-1.739599347114563|0.0588235294117647
28||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|-1.4741636514663696|0.044444444444444446
29||People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|"SECOND PIECE: The light was in the middle of a holiday display.

The dataset is in the form of a text file. Each line is a single instance.


### Input

The input is a text file. Each line is a single instance.


### Output

The output is a text file. Each line is a single instance.


### Constraints

The input is a text file. Each"|-1.597062110900879|0.030303030303030304
30||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|-1.4741636514663696|0.044444444444444446
31||Mark became absorbed in Blaze, the white horse.|He was afraid the stable boys at the Burlington Stables struck at him and bullied him because he was timid, so he took upon himself the feeding and care of the animal.|SECOND PIECE: Mark became absorbed in Blaze, the white horse.|-1.640329360961914|0.047619047619047616
32||Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|"SECOND PIECE: Larry had helped Dad with his work.

The FIRST PIECE is a sentence that contains a verb and a noun. The SECOND PIECE is a sentence that contains the same verb and noun.

The FIRST PIECE is a sentence that contains a verb and a noun. The SECOND PIECE is a sentence that contains the same verb and noun.

The FIRST PIECE is a sentence that contains a verb and"|-1.242282509803772|0.08247422680412371
33||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a leading Bolshevik, was arrested in 1918.
 SECOND PIECE: The arrest of Lev Kamenev was a result of the fact that he was a leading Bolshevik."|-1.022402286529541|0.1095890410958904
34||The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|SECOND PIECE: The last day came.|-1.4499620199203491|0.0
35||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they came in sight.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|-1.081519603729248|0.08695652173913043
36||Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"The ballerina is depicted in the pose of a grand jeté, a leap in which the ballerina's right leg is extended behind her. The painting is in a frame that is 12 inches wide.
 SECOND PIECE: Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay. The ballerina is depicted in the pose of a grand jeté, a leap in which the ballerina"|-1.0593996047973633|0.07228915662650602
37||Muriel has in her living room a famous painting of a ballerina.|She bought the painting when she was thirty.|"SECOND PIECE: The ballerina is wearing a pink tutu.

The ballerina is wearing a pink tutu."|-1.461164951324463|0.08333333333333333
38||Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|SECOND PIECE: Everyone, by now, felt a certain confidence in the British way of doing things.|-1.2531485557556152|0.11428571428571428
39||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a Bolshevik leader, was executed in 1936.
 SECOND PIECE: The execution of Lev Kamenev was a political event."|-1.0189588069915771|0.12307692307692307
40||Always before, Larry had helped Dad with his work.|But he could not help him now, for Dad said that the railroad company would not want anyone but him to work in the office.|SECOND PIECE: Larry had always helped Dad with his work.|-1.1577551364898682|0.11428571428571428
41||The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient.
 SECOND PIECE: The patient had been ordered to take six months of country air.

The doctor had ordered six months of country air for the patient.
The patient had been ordered to take six months of country air."|-1.5150164365768433|0.0
42||Muriel has hanging in her living room a famous painting|by Cecile d'Arblay of a ballerina putting on her shoe.|"by the artist Van Gogh. The painting is of a field of sunflowers. Muriel's dog, a golden retriever, is named Sunflower. Muriel's cat, a tabby, is named Van Gogh. Muriel's husband, a man named Vincent, is a painter. Muriel's husband, Vincent, is a painter.
 SECOND PIECE: Muriel has hanging in her living room a famous painting by the artist Van"|-1.36683189868927|0.10666666666666667
43||Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|SECOND PIECE: The British way of doing things was a certain confidence in everyone.|-1.3047541379928589|0.12121212121212122
44||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|-1.4741636514663696|0.044444444444444446
45||Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|"but he didn't know that it would stick to the window.
 SECOND PIECE: Edward dropped adhesive tape onto his window sill, but he didn't know that it would stick to the window."|-0.6109569668769836|0.163265306122449
46||When I got to the house, Mrs.|Everett, the housekeeper, told me that Hermione was in her room, watching her maid pack.|"Jones was waiting for me.
 SECOND PIECE: When I got to the house, Mrs. Jones was waiting for me."|-1.0310100317001343|0.11764705882352941
47||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a Bolshevik leader, was arrested and executed.
 SECOND PIECE: Lev Kamenev was arrested and executed."|-1.0856695175170898|0.06451612903225806
48||Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|"but the fire was out.
 SECOND PIECE: The fire was out, so we called for a fire in the hall."|-1.5274927616119385|0.18749999999999997
49||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

The SECOND PIECE is the same as the FIRST PIECE except that the word ""puffs"" is replaced with ""puffs of black smoke""."|-1.0727800130844116|0.05797101449275362
50||Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|"and you must make the most of it.
 SECOND PIECE: You must make the most of your life.

The dataset contains 1000 instances.

The dataset is provided in the following format:

```
[
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 [
 ["|-1.3231042623519897|0.17391304347826086
51||After all,|Steve might have decided that Mark's legs and ears were better than his hands --- and deliberately let him do the work that best suited him.|"the only thing that really matters is the ___.
 SECOND PIECE: The ___ is the only thing that really matters."|-1.1884961128234863|0.13636363636363638
52||Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"the two men had a falling out in 1859.
 SECOND PIECE: The two men had a falling out in 1859."|-1.390496015548706|0.060606060606060615
53||Muriel has in her living room a famous painting of the ballerina Theresa Rubio.|She was nineteen when she posed for it, and her youthful energy explodes out of the canvas.|"The painting is signed by the painter.
 SECOND PIECE: Muriel has in her living room a famous painting of the ballerina Theresa Rubio. The painting is signed by the painter."|-1.1152230501174927|0.12765957446808512
54||Though Dickens is said to have helped Collins develop the character of Mat Grice,|he is probably based on Leatherstocking from the novels of James Fenimore Cooper.|"he was not the only author to have done so.
 SECOND PIECE: Though Dickens is said to have helped Collins develop the character of Mat Grice, he was not the only author to have done so.

The dataset is provided in the following format:

 The FIRST PIECE is in the first line of the file.
 The SECOND PIECE is in the second line of the file.

The dataset is provided in the following format:"|-1.2597932815551758|0.09195402298850575
55||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it.|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|-1.4831695556640625|0.08333333333333333
56||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|"SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.

### 1.1.1. Description of the dataset

The Winograd Schema Challenge (WSC) is a dataset that contains 1000 test instances. The dataset is a collection of sentences with a single word missing. The missing word is replaced by a pronoun"|-1.3905342817306519|0.06896551724137931
57||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way as if it had been a living creature.|SECOND PIECE: The bureau was in the corner of the room, and Mr.|-1.644534707069397|0.09523809523809525
58||Muriel has a famous painting of a ballerina|by Cecile d'Arblay hanging in her living room.|".
 SECOND PIECE: The ballerina is in the painting."|-1.3067631721496582|0.11764705882352941
59||The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|SECOND PIECE: The wheel was a blur and the needle was a streak of light.|-1.6020678281784058|0.20689655172413796
60||The needy were allowed to follow after the|harvesters so that they might pick up the fallen grain.|"rich.
 SECOND PIECE: The needy were allowed to follow after the rich."|-1.2877094745635986|0.0909090909090909
61||People kept going through the traffic light because the light was in the middle of a holiday display.|It was too inconspicuous.|SECOND PIECE: People kept going through the traffic light because the light was in the middle of a holiday display.|-1.7166986465454102|0.08333333333333334
62||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina is wearing a red tutu and is dancing on a stage. The painting is on a wall. Muriel is sitting on a sofa in the living room. The sofa is facing the painting. The painting is on the left side of the sofa. The sofa is on the right side of the living room. The living room is on the right side of the house. The house is on the left side of the street. The street is on the right side of the city.|-1.2374835014343262|0.05405405405405405
63||Last week,|the Jackson administration dropped its plans to limit the car-service app's growth while it studies the impact of ride-hailing apps on traffic.|"I went to the store to buy a new phone.
 SECOND PIECE: I bought a new phone."|-1.335998773574829|0.09523809523809526
64||Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|"Mary had set a place for Grandma.
 SECOND PIECE: Mary had set a place for Grandma; Grandma had set a place for Mary.

The dataset contains 1000 instances.


### Example

```
FIRST PIECE:

Grandma had set a place for Mary; Mary had set a place for Grandma.

SECOND PIECE:

Mary had set a"|-1.6026157140731812|0.03389830508474576
65||By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|How very small and straight and rigid she lay in the bunk below! Her eyes were closed, but Tatyana doubted if she slept.|SECOND PIECE: By rolling over in her upper berth, Tatyana could look over the edge of it and see her mother plainly.|-1.0456604957580566|0.1333333333333333
66||Grandma had set a place for Mary; and once Mrs.|Wyman was seated, she pulled her, protesting, to it.|"Jones was there, she was sure to be there.
 SECOND PIECE: Mary had set a place for Mrs. Jones; and once Mrs. Jones was there, she was sure to be there."|-1.2592054605484009|0.15000000000000002
67||Usually rainy days called for a fire in the hall,|and Tatyana stretched out beside it, a book flattened to the floor.|"but this time the fire was out.
 SECOND PIECE: Usually rainy days called for a fire in the hall, but this time the fire was out.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is a continuation of the FIRST PIECE.

The SECOND PIECE is a continuation of"|-1.3485283851623535|0.08
68||Meanwhile all the people in town are hunting high and low for Arthur and Celeste,|and their mothers are very worried.|"but no one can find them.
 SECOND PIECE: Meanwhile all the people in town are hunting high and low for Arthur and Celeste, but no one can find them.

The answer is:

 SECOND PIECE: Meanwhile all the people in town are hunting high and low for Arthur and Celeste, but no one can find them."|-1.4991626739501953|0.06557377049180327
69||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|SECOND PIECE: The first piece of the puzzle is the fact that the man was at the bureau.|-1.400246024131775|0.0425531914893617
70||The wheel was a blur and the needle was a streak of light.|Mrs. Black's plump hands scrambled on the cloth, feeding it under the needle|SECOND PIECE: The wheel was a blur and the needle was a streak of light.|-1.6020678281784058|0.20689655172413796
71||The doctor had ordered six months of country air for|Colonel Christian's son Paul once he recovered sufficiently.|"the patient.
 SECOND PIECE: The patient was to be sent to the country."|-1.4413467645645142|0.0
72||Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay.|She is seen in profile, with her arms outstretched to an unseen lover.|"The ballerina is wearing a blue dress and is dancing on a stage. Muriel's living room is decorated with a red carpet and a green sofa. Muriel's living room is also decorated with a red table and a green chair.
 SECOND PIECE: Muriel has in her living room a famous painting of a ballerina by Cecile d'Arblay. The ballerina is wearing a blue dress and is dancing on a stage. Muriel"|-1.111173152923584|0.06896551724137932
73||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina is wearing a pink tutu and a white headband. Muriel has a large collection of paintings of ballerinas. The ballerina in the famous painting is wearing a pink tutu and a white headband. Muriel's favorite painting is of a ballerina wearing a pink tutu and a white headband. Muriel's favorite painting is of a ballerina wearing a pink tutu and a white headband. Muriel's favorite|-0.9462341666221619|0.10638297872340424
74||Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|Their roars and their wild, clear whistles could be heard from far away. Horses ran away when they saw a train coming.|SECOND PIECE: Maude and Dora had seen the trains rushing across the prairie, with long, rolling puffs of black smoke streaming back from the engine.|-0.9435908198356628|0.0851063829787234
75||Edward dropped adhesive tape onto his window sill,|and when he pulled the tape off, some of the glue was stuck on it .|"but it didn't stick. He tried to fix it by putting a piece of paper over it, but that didn't work either. He then put a piece of paper over the paper, but that didn't work either.
 SECOND PIECE: Edward dropped adhesive tape onto his window sill, but it didn't stick. He tried to fix it by putting a piece of paper over it, but that didn't work either. He then put a piece"|-0.5220301151275635|0.10638297872340426
76||The last day came.|Tomorrow Nell was going away. Dad and Mom had brought home her new trunk.|"SECOND PIECE: The last day came.

The SECOND PIECE is a simple repetition of the FIRST PIECE."|-1.494157314300537|0.0
77||The Harbor folks said Grandma kept her house so clean that you could|wipe her floor with a clean handkerchief without getting any dirt on it .|"eat off the floor.
 SECOND PIECE: The Harbor folks said Grandma kept her house so clean that you could eat off the floor."|-1.5080021619796753|0.1111111111111111
78||Not since the British army come to Boston had Mark removed his hat when|the British flag went by except once when it was knocked off by a soldier.|"he entered a church.
 SECOND PIECE: Mark was not wearing his hat when he entered the church.


### 2.2.2.2.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1."|-1.3649309873580933|0.029850746268656716
79||Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.|Blyth's mannequin with the Spanish hat and Roman toga; and cursing it under his breath for standing in his way, as if it had been a living creature.|"SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bumped into Mr.
 SECOND PIECE: Mat advanced at once to the bureau, starting involuntarily when he bump"|-1.3472070693969727|0.02197802197802198
80||Mr.|Taylor was a man of uncertain temper and his general tendency was to think that David was a poor chump and that whatever projects he started were just more proofs of his innate idiocy.|"Smith is a man who is a teacher. He is a teacher of a class. The class is a class of students. The students are students of the class.
 SECOND PIECE: Mr. Smith is a man who is a teacher. He is a teacher of a class. The class is a class of students. The students are students of the class."|-1.248225450515747|0.1263157894736842
81||Your life is yours and yours alone,|and if the pain outweighs the benefit, you should have the option to end it .|"and you have to live it.
 SECOND PIECE: You are provided with the FIRST PIECE of the TEST SPLIT of the Winograd Schema Challenge (WSC) as it appears in the SUPER_GLUE BENCHMARK. Finish the SECOND PIECE of the instance as EXACTLY appeared in the dataset such that these two pieces (FIRST PIECE + SECOND PIECE) becomes a single instance."|-1.6013603210449219|0.13513513513513511
82||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|-1.4831695556640625|0.08333333333333333
83||Muriel has in her living room a famous painting of a ballerina.|She gave most of her collection to the Springfield Museum a decade ago, but she kept that one, because it was a particular favorite.|The ballerina is wearing a pink tutu. The tutu is made of a pink fabric. The fabric is made of a pink thread. The thread is made of a pink wool. The wool is made of a pink sheep. The sheep is made of a pink cow. The cow is made of a pink pig. The pig is made of a pink dog. The dog is made of a pink cat. The cat is made of a pink mouse. The mouse is made of a pink|-1.294590711593628|0.07272727272727272
84||Everyone, by now, felt a certain confidence in the British way of doing things.|A general had the right to punish a soldier caught selling his arms, and also anyone who tempted him.|SECOND PIECE: The British way of doing things is to do things the British way.|-1.4319130182266235|0.11764705882352941
85||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a prominent Bolshevik, was arrested in 1936, and how Kamenev was executed in 1937.
 SECOND PIECE: Kamenev was executed in 1937."|-1.0451157093048096|0.08823529411764706
86||After a somewhat lengthy conversation, Nancy convinced the housekeeper that there was no immediate cause for alarm.|She did not mention the incident at the Hamilton bus station, knowing it would only add to Mrs. Gruen's uneasiness.|SECOND PIECE: The housekeeper was not convinced by Nancy's explanation.|-1.053292155265808|0.125
87||When Maude got to school, Nell Raleigh was already there.|She tucked her mittened hand under Maude's arm and squeezed it .|SECOND PIECE: When Maude got to school, Nell Raleigh was already there.|-1.4831695556640625|0.08333333333333333
88||Kotkin describes how Lev Kamenev,|Stalin's old Pravda co-editor, and Grigory Zinoviev, who with Stalin and Kamenev had formed a ruling troika during Lenin's final illness, were dragged out of their prison cells in 1936 for a meeting with Stalin; he urged them to confess, for old times' sake.|"a Bolshevik leader, was arrested by the tsarist police in 1912.
 SECOND PIECE: Lev Kamenev was arrested by the tsarist police in 1912."|-0.9434739947319031|0.057142857142857134
89||Grandma had set a place for Mary;|so, reluctantly, she agreed to stay for dinner.|"Mary had set a place for Grandma.
 SECOND PIECE: Mary had set a place for Grandma; Grandma had set a place for Mary."|-1.449942708015442|0.06451612903225806
90||Mary offered to give her theater tickets to|Sally because she had to work late that night.|"her friend, but her friend was not interested in the theater.
 SECOND PIECE: Mary offered to give her theater tickets to her friend, but her friend was not interested in the theater."|-1.1297143697738647|0.04878048780487805
