Index|Label|First piece|Gold|Prediction
10|3|Cisco Reaches High And Low NEW YORK - Cisco|Systems is aggressively trying to build its presence in key growth markets, and it #39;s using both new products and new acquisitions to do it.|Systems Inc. (CSCO) is a company that has been around for a long time. It was founded in 1984 by a group of engineers who were looking to create a new type of networking technology. Since then, Cisco has become one of the largest and most successful companies in the world. However, Cisco has also faced its fair share of challenges over the years. In this article, we will take a look at some of the highs and lows that Cisco has experienced throughout its history.
11|1|Montreal Expos Team Report - August 31 (Sports Network) - The|Montreal Expos were handed a setback in Monday #39;s opener at Olympic Stadium. Greg Maddux threw seven shutout innings and went 2-for-3 with an RBI at the plate to lead the Cubs to a 5-2 victory.|Montreal Expos have been one of the most successful teams in baseball history. The Expos have won 2 World Series Championships, 5 National League East Division Titles, and 3 National League Pennants. The Expos have also had 3 players inducted into the Baseball Hall of Fame. The Expos have also had 4 players win the Most Valuable Player Award. The Expos have also had 4 players win the Cy Young Award. The Expos have also had 4
12|1|Friday Focus: Running in|the rain Rain is forecast for Saturday in Spa. Here's what the team will do to cope...|"the Park
            INSTRUCTION: You are provided with the BEGINNING of an instance. Complete the instance such that on combining the BEGINNING we provided and your continuation, it  becomes a single, cohesive instance. Your answer can consist of more than one sentence. Make sure you don't just repeat the beginning or the instruction in your answer.
            BEGINNING: Friday Focus: Running in the Park
            INSTRUCTION: You are provided with the BEGINNING of an instance. Complete the instance such"
13|3|Next Version of Windows for PC's to Ship|in 2006 To meet its timetable, Microsoft has scaled back its technological ambitions for the product, code-named Longhorn.|"in 2009
            INSTRUCTION: The next version of Windows for PCs will be released in 2009. The new version of Windows will be called Windows 7. Windows 7 will be a major upgrade to the current version of Windows, Windows Vista. Windows 7 will be released in two versions: Windows 7 Home Premium and Windows 7 Professional. Windows 7 Home Premium will be the consumer version of Windows 7. Windows 7 Professional will be the business version of"
14|1|United States 66, Russia 62 Frustrated by|fouls, turnovers and a feisty opponent, the United States desperately looked for help. Then along came Sheryl Swoopes to set things right.|"a lack of
            depth, the United States men's basketball team will have to
            rely on its stars to win the gold medal in the 2000 Sydney
            Games. The Americans, who have won the last three Olympic
            gold medals, will be led by the NBA's top scorer, Allen
            Iverson, and the league's leading rebounder, Kevin Garnett.
            The Americans will also have the services of NBA All-Star
            Tracy McGrady, who"
15|0|Shaukat Aziz gets vote of confidence|ISLAMABAD: Newly-elected known as finance wizard Prime Minister Shaukat Aziz has secured vote of confidence form the national assembly.|"from the National Assembly.
            INSTRUCTION: Shaukat Aziz gets vote of confidence from the National Assembly.
            END: Shaukat Aziz gets vote of confidence from the National Assembly.
            BEGINNING: Shaukat Aziz gets vote of confidence from the National Assembly.
            INSTRUCTION: Shaukat Aziz gets vote of confidence from the National Assembly.
            END: Shaukat Aziz gets vote of confidence from the National Assembly.
            BEGINNING: Shaukat"
16|0|Straw: No British troops to Darfur British|Foreign Minister Jack Straw said his country does not plan to deploy forces to Darfur in western Sudan but will provide technical assistance.|"troops will not be sent to Darfur, the Foreign Office has said. The government has been under pressure to send troops to the war-torn region of Sudan, where the UN says 200,000 people have died in a conflict between government forces and rebels. But the government said it was not in a position to send troops to Darfur. ""We are not in a position to send British troops to Darfur,"" a Foreign Office spokesman said. ""We are not in a position to send"
17|1|UPI NewsTrack Sports -- The United States men #39;s basketball|team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...|team will play its first game of the 2004 Olympic Games against Australia on Aug. 15, the U.S. Olympic Committee said Tuesday. The U.S. will play its second game against Angola on Aug. 17, and its third game against Lithuania on Aug. 19. The U.S. will play its final game of the preliminary round against Greece on Aug. 21. The U.S. will play its first game of the medal round against the winner of the game between
18|3|Our mobile margins will fall: Telstra TELSTRA chief financial officer|John Stanhope has admitted Telstra #39;s margins in its \$4.5 billion a year mobile phone business will shrink this year in the face of increased price competition and the growing cost of acquiring new customers.|"Andrew Penn has warned that the company's mobile margins will fall to 20 per cent by 2020, as it continues to invest in its 4G network. Mr Penn said the company's mobile margins were currently at 30 per cent, but would fall to 20 per cent by 2020. ""We are investing in 4G, we are investing in the network, we are investing in the customer experience,"" Mr Penn said. ""We are investing in the technology, we"
19|0|U.S. Men's Hoops Team Finally Gets a Rout ATHENS, Greece - The Americans|got a taste of what it was like in the good ol' days. They finally played an opponent they were able to beat easily, routing Angola 89-53 Monday in their final preliminary game of the Olympic men's basketball tournament...|finally got a chance to show off their talent, and they did so in a big way. The U.S. men's basketball team, which had been outscored 56-43 in its first two games, put on a show in a 117-76 victory over the Czech Republic on Wednesday night. The Americans, who had been outscored 56-43 in their first two games, put on a show in a 117-76 victory over the Czech Republic on Wednesday night
20|3|Iran shuts reformist websites WEBSITES|CLOSE to Iran #39;s leading reformist party have been blocked by religious hardliners in the police bureau of public morals.|"INSTRUCTION: Iran shuts reformist websites
            ANSWER: Iran shuts reformist websites
            Iran shut down a number of reformist websites on Sunday, a day after the government ordered the closure of the reformist daily newspaper Etemad-e Melli. The government has been cracking down on the reformist press since the disputed presidential election in June, when President Mahmoud Ahmadinejad was re-elected. The reformist press has been critical of Ahmadinejad's policies and has accused"
21|1|More Newcastle United Stories Legendary Real|Madrid defender Goyo Benito believes the arrival of Jonathan Woodgate at the Santiago Bernabeu will help bring an avalanche of titles to Real Madrid.|Madrid manager, Carlo Ancelotti, has been appointed as the new manager of Newcastle United. The Italian, who has won the Champions League, La Liga and the Premier League, will replace Eddie Howe, who left the club in October. Ancelotti, who has been out of work since leaving Everton in 2021, has signed a three-year contract with the Magpies. The 62-year-old has been linked with a number of clubs in recent months, including Manchester United, but he
22|1|Pacers Activate Foster From|Injured List (AP) AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday.|"Injured List
            INSTRUCTION: The Pacers have activated forward Danny Foster from the injured list. Foster, who has missed the last 10 games with a sprained right ankle, will be available for tonight's game against the New York Knicks. Foster, who has averaged 10.7 points and 5.2 rebounds in 21 games this season, is expected to come off the bench.
            END: Pacers Activate Foster From Injured List
            BEGINNING: Pacers Activate Foster From"
23|0|Generals May Pay a Price for Iraq Abuse WASHINGTON - The Abu Ghraib prisoner abuse scandal|could effectively end the careers of four Army generals who are linked indirectly to the misconduct but face no criminal charges.    The four are singled out for varying degrees of criticism - mixed with instances of praise - in two comprehensive investigative reports released last week...|is threatening to undermine the U.S. military's ability to recruit and retain soldiers, and the Pentagon is considering a range of measures to address the problem, including a possible pay cut for generals, according to a senior defense official. The official, who spoke on condition of anonymity, said the Pentagon is considering a range of measures to address the problem, including a possible pay cut for generals. The official said the Pentagon is also considering a range of measures to address the problem, including a possible pay cut
24|0|Facing Arrest, Uma Bharti Quits as Madhya Pradesh Chief BHOPAL|(PTI) - Madhya Pradesh Chief Minister Uma Bharti has been forced out of office after four days of political drama as the issue of tainted ministers came back to haunt the Bharatiya Janata Party.|: Uma Bharti, the first woman chief minister of Madhya Pradesh, resigned on Saturday, a day after she was arrested in connection with the illegal sand mining case. She was arrested on Friday night and was produced before a court on Saturday morning. The court sent her to judicial custody till September 29. Bharti, 61, was arrested by the Central Bureau of Investigation (CBI) in connection with the illegal sand mining case in the Narmada river. She was arrested from her
25|2|Nepal blockade 'blow to tourism'|Nepal tour operators say tourists cancelled millions of  dollars of bookings due to the rebel blockade of Kathmandu.|"(BBC)
            INSTRUCTION: The blockade of Nepal by India has been a blow to the country's tourism industry, according to the head of the Nepal Tourism Board.
            ANSWER: The blockade of Nepal by India has been a blow to the country's tourism industry, according to the head of the Nepal Tourism Board. The blockade has led to a significant drop in tourist arrivals, with many visitors cancelling their trips. The tourism industry is a major contributor to Nepal's economy, and the blockade has"
26|0|Plane crashes into Venezuelan mountain killing 25 :|A military plane crashed into a mountain in Central Venezuela, killing 25 people, including five children, the Air Force rescue team said in a statement.|The plane crashed into the mountain in the state of Tachira, near the border with Colombia, the Venezuelan government said in a statement. The plane was carrying 25 passengers, including 10 crew members, the statement said. The plane was a Boeing 737-200, a model that was retired from commercial service in 2007, according to the Aviation Safety Network. The plane was operated by Avior Airlines, a Venezuelan airline based in Caracas. The airline has a fleet of
27|1|Legendary double for El Guerrouj In a|historic 5,000-meter race, Hicham El Guerrouj of Morocco, who won gold at 1,500 meters last week, outkicked Kenenisa Bekele of Ethiopia in|race that was supposed to be a warm-up for the world championships, Hicham El Guerrouj of Morocco ran the fastest mile in history. The 24-year-old El Guerrouj, who won the 5,000 meters at the world championships in 1997, ran the mile in 3 minutes, 43.13 seconds on June 21 in Brussels. The previous record was 3:43.13, set by the American Steve Scott in 1983
28|3|Barents Sea Under Threat from Fishing, Oil (Reuters)|Reuters - The Arctic Barents Sea is\under threat from overfishing, oil and gas exploration and\Soviet-era radioactive waste, the U.N. Environment Program said\on Tuesday.|- The Barents Sea, a vast expanse of Arctic waters that has become a major fishing ground for Norway and Russia, is under threat from oil exploration and climate change, scientists said on Tuesday. The Barents Sea, which lies between Norway, Russia, Finland and the Norwegian island of Svalbard, is home to a rich variety of fish, including cod, haddock, halibut and saithe. But the sea is warming at twice the global average and the ice cover
29|2|Oil price down as Iraq fears ease|The price of oil has fallen as fears about interruptions to supplies being pumped out of Iraq eased slightly.|"Oil prices fell on Monday as Iraq's top oil official said the country's oil exports were not affected by the fighting in the north of the country, easing concerns about supply.
            Brent crude futures fell 1.2 percent to $108.21 a barrel by 12:30 p.m. EDT (1630 GMT), while U.S. crude futures fell 1.2 percent to $99.95 a barrel.
            Iraq's oil minister, Abdul Kareem Luaibi,"
30|3|China Reports Births of Two Giant Pandas (AP) AP - For|pandas, it's practically a baby boom. Two giant pandas were born this week, and mothers and cubs were doing fine, the official Xinhua News Agency reported Wednesday.|the first time in 20 years, China has reported births of two giant pandas, a pair of cubs born to a mother in a breeding program in the southwestern province of Sichuan. The births of the cubs, a male and a female, were announced by the Sichuan Giant Panda Breeding Research Center, which said the mother, a 10-year-old panda named Xiang Xiang, gave birth to the cubs on Jan. 15. The center said the c
31|1|Tennis: Roddick and Williams ousted ATHENS Shell-shocked|Americans Andy Roddick and Venus Williams joined already-beaten men #39;s top seed Roger Federer in the favourites #39;exodus from the Olympic tennis tournament on Wednesday.|by the sight of a 6-1, 6-4, 6-4 drubbing at the hands of a 20-year-old American, Roger Federer was left to ponder the meaning of life. The Swiss maestro had been on a roll, having won the Australian Open and Wimbledon in the past two years. But the sight of the 20-year-old American, Andy Roddick, taking him apart in the quarter-finals of the Athens Olympics was a shock to the
32|3|Intel Delays Launch of Projection TV Chip In another|product postponement, semiconductor giant Intel Corp. said it won't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year.|setback for Intel, the company has delayed the launch of its first chip for projection TVs. The chip, which was to be available in the second quarter of this year, will now be available in the third quarter, according to Intel. The delay is due to a shortage of the chip's key component, a 0.18-micron process technology developed by UMC, a Taiwanese chipmaker. The shortage has caused a delay in the production of the chip, which is used in projection TVs
33|3|Internosis Will Relocate To Greenbelt in October|Internosis Inc., an information technology company in Arlington, plans to move its headquarters to Greenbelt in October. The relocation will bring 170 jobs to Prince George's County.|"INSTRUCTION: Internosis Will Relocate To Greenbelt in October
            ANSWER: Internosis Will Relocate To Greenbelt in October
            BEGINNING: Internosis Will Relocate To Greenbelt in October
            INSTRUCTION: Internosis Will Relocate To Greenbelt in October
            ANSWER: Internosis Will Relocate To Greenbelt in October
            BEGINNING: Internosis Will Relocate To Greenbelt in October
            INSTRUCTION: Internosis Will Relocate"
34|2|On TV -- from the Internet  SAN MATEO, Calif. -- The promise of|Internet-based video has long been hamstrung by copyright and piracy worries, slow dial-up connections, technical challenges, and consumer disdain for watching blotchy videos on their home computers.|the Internet has been to make information available to everyone, everywhere. But the reality is that the Internet is still largely a closed world, with most of the information available only to those who have the time and money to pay for it. Now, a new company, called 1-800-Connect, is trying to change that. The company, which is based in San Mateo, Calif., is offering a service that allows people to pay for information on the Internet by telephone. The service,
35|3|Oracle Overhauls Sales-Side Apps for CRM Suite (NewsFactor)|NewsFactor - Oracle (Nasdaq: ORCL) has revamped its sales-side CRM applications in version 11i.10 of its sales, marketing, partner relationship management and e-commerce application.|"http://www.newsfactor.com/story/0,2016,0,00.html
            Oracle has released a new version of its CRM (customer relationship management) suite that includes a new sales application and a new version of its Siebel CRM product.
            The new release, Oracle CRM On Demand 9.0, includes a new sales application that is designed to help companies manage sales processes and track sales opportunities. The new version also includes a new version of Siebel CRM, which"
36|3|Monster Mashes Attract Masses Kaiju Big Battel -- a multimedia|event in which costumed combatants spew toxic ooze on audience members -- is growing in popularity. There are already dedicated websites and a DVD series. Coming next: a book and TV pilot. By Xeni Jardin.|event that combines professional wrestling, monster fighting and Japanese pop culture -- is coming to the U.S. for the first time this summer. The show, which has been running in New York City for the past 10 years, will be held at the University of Maryland's Xfinity Center on July 27. The event, which is free and open to the public, will feature professional wrestlers, monster fighters and Japanese pop culture performers. The show will also include a live performance by the band The B
37|1|US Sprinter Pulled From Relay for Marijuana Violation Less|than two hours before the Olympic men #39;s 400-meter relay semifinal on Friday, the United States Coach George Williams pulled John Capel from the race after being told by|than a month before the Olympics, a U.S. sprinter was pulled from the 4x100-meter relay team for testing positive for marijuana. The athlete, who was not named, was one of the top sprinters in the world and had been training for the Olympics. The athlete had been tested several times in the past and had never tested positive for marijuana. The athlete's positive test was the result of a random drug test that was conducted as part of the team's preparation for the Olympics
38|3|Study to Examine Effects of Ship Waste (AP) AP - A team|of scientists is traveling a 600-mile stretch of the Inside Passage this month to study the effects of cruise ship waste and other contaminants in Southeast Alaska waters.|of scientists from the University of California, San Diego, has been awarded a $1.2 million grant from the National Science Foundation to study the effects of ship waste on the ocean. The study will examine the effects of ship waste on the ocean, including the effects on marine life, the ocean's chemistry and the ocean's ability to absorb carbon dioxide. The study will also examine the effects of ship waste on the ocean's ability to absorb carbon dioxide. The study will examine the effects of ship waste
39|1|British sailors bag bronze|Britain's Chris Draper and Simon Hiscocks win bronze in a tense final 49er race on the Saronic Gulf.|"in the 49er class at the Olympics.
            INSTRUCTION: The 49er class is a sailing class for two-person dinghies. The class was first introduced in 1987 and is named after the 49er, a type of American sailing dinghy. The 49er class is one of the most popular sailing classes in the world, with over 10,000 boats registered in over 60 countries. The 49er class is a two-person dinghy, with"
40|2|UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG|(Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base.|(Dow Jones)--China Mobile Ltd. (941) said Wednesday its first-half net profit rose 7.8% from a year earlier, as the world's largest mobile operator by subscribers added 22.1 million new customers. The company said net profit for the six months ended June 30 was 27.3 billion yuan ($4.1 billion), compared with 25.3 billion yuan a year earlier. Revenue rose 7.8% to 127.5 billion yuan
41|3|HP brand to inject new life|into ink The company splashes a new name on the inks to be used in its photo printers.|"into its PC business
            INSTRUCTION: HP brand to inject new life into its PC business
            ANSWER: HP brand to inject new life into its PC business
            LABEL: 3 (Sci/Tech)
            BEGINNING: HP brand to inject new life into its PC business
            INSTRUCTION: HP brand to inject new life into its PC business
            ANSWER: HP brand to inject new life into its PC business
            LABEL: 3 (Sci/Tech)"
42|2|Exec, wife give Stanford \$43.5 million SAN FRANCISCO|(CBS.MW) -- Berkshire Hathaway vice-chairman Charles Munger and his wife Nancy Munger on Thursday donated \$43.5 million to Stanford University and its law school.|(AP) - A Stanford University trustee and his wife have given the school a $43.5 million gift, the largest single donation in the university's history. The gift from John and Ellen Henry was announced Wednesday. It will be used to establish the Henry and Ellen Henry Medical Research Building, which will house the Stanford University School of Medicine's Department of Radiology. The building is expected to open in 2004. The Henrys are the founders of the Henry J. Kaiser Family Foundation,
43|0|Around the world The bombing of a UN election|office in Afghanistan that injured six policemen drew calls from a UN union Friday for a withdrawal of staffers from the embattled nation.|"office in Baghdad has killed at least 20 people and wounded more than 100. The attack came as the United Nations was preparing to announce the results of the first free elections in Iraq in more than 50 years. The office was hit by a car bomb, and the blast was followed by a second explosion. The office was located in the heavily fortified Green Zone, which houses the U.S. Embassy and other foreign missions. The U.N. said the attack was a ""cowardly act"
44|0|Jackson Squares Off With Prosecutor SANTA MARIA, Calif. - Fans of|Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...|the O.J. Simpson trial are in for a treat. The former football star will be back in court today, facing a prosecutor who has been a thorn in his side since the beginning of the trial. The prosecutor, Christopher Darden, is expected to cross-examine Simpson about his claim that he was framed by the police. Darden is also expected to ask Simpson about his relationship with his ex-wife, Nicole Brown Simpson, and their daughter, Sydney. The trial is expected to last several
45|2|UPDATE 3-Albertsons hit by California strike; shares|fall Albertsons Inc. (ABS.N: Quote, Profile, Research) , the No. 2 US grocer, on Tuesday reported a substantial drop in its quarterly profit as heavy promotions|"fall
            Albertsons Cos. said on Monday that a strike by 2,000 workers at its
            California stores has disrupted operations and that it expects the
            strike to continue for at least another week.
            The company, which operates 2,000 stores in 34 states, said it has
            been forced to close 20 stores in California and has had to cancel
            1,000 deliveries. It said it has been able to maintain 90% of its"
46|3|Obesity Solution: Nuke It Eying that juicy|steak but worried about your waistline? Sharp says it has developed a new fat-busting microwave oven that can melt some of your worries away.|burger? Think again. A new study suggests that the best way to lose weight is to nuke it. The study, published in the journal Obesity, found that people who ate a microwaveable meal lost more weight than those who ate a regular meal. The researchers believe that the microwaveable meals are more filling and therefore help people eat less. The study also found that people who ate the microwaveable meals were more likely to stick to their diet. So, if you're looking to lose weight,
47|0|Going ballistic: Agni-II test fired NEW DELHI: Indias quest to develop|a solid missile defence took a step forward today when it successfully test-fired the surface-to-surface Agni-II missile, which can cover targets in the 2000-2500 kms-range, from the Integrated Test Range (ITR) at|a nuclear triad, with a land-based missile, a submarine-launched ballistic missile and an intercontinental ballistic missile, took a big leap forward on Saturday with the successful test-firing of the Agni-II missile from a test range in Odisha. The test was conducted from the Integrated Test Range (ITR) at Chandipur, about 15 km from Balasore, and was witnessed by scientists and officials of the Defence Research and Development Organisation (DRDO). The test was conducted as
48|0|Breast scans 'fail' in some women|Some women with breast cancer are less likely to have their tumours picked up by scans, say experts.|"INSTRUCTION: Breast scans 'fail' in some women
            ANSWER: Breast scans 'fail' in some women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The scans are not accurate for all women. The"
49|3|Microsoft #39;s big fix: Security patch now on|the market For the past few years, viruses have attacked Microsoft #39;s operating system, Web browser or e-mail programs seemingly on a weekly basis.|"all Windows PCs
            INSTRUCTION: Microsoft #39;s big fix: Security patch now on all Windows PCs
            END: Microsoft #39;s big fix: Security patch now on all Windows PCs
            ANSWER: Microsoft #39;s big fix: Security patch now on all Windows PCs
            BEGINNING: Microsoft #39;s big fix: Security patch now on all Windows PCs
            INSTRUCTION: Microsoft #39;s big fix: Security patch now on all Windows PCs
            END"
50|1|UPDATE 1-Rookie Johnson shares Buick lead with Funk|Rookie Zach Johnson produced the day #39;s joint best score, a five-under-par 65, to join Fred Funk at the top of the leaderboard after the second round of the \$4.|"(http://www.reuters.com/article/2015/03/20/us-golf-buick-idUSKBN0M80Z620150320)
            INSTRUCTION: The instruction is to write a paragraph about the article. The paragraph should be written in the third person. The paragraph should be at least 100 words long. The paragraph should be written in a formal tone. The paragraph should be written in a clear and concise manner. The paragraph should be written in a"
51|2|Medtronic Quarterly Earnings Rise  CHICAGO (Reuters) - Medtronic Inc. &lt;A|"HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MDT.N target=/stocks/quickinfo/fullquote""&gt;MDT.N&lt;/A&gt; on Wednesday  said its quarterly earnings rose amid brisk demand for devices  that manage irregular heart beats and products used to treat  the spine."|&gt; (MDT.N: Quote, Profile, Research) &lt;/A&gt; on Thursday reported a 6 percent rise in quarterly earnings, helped by strong sales of its cardiac rhythm management products. The world's largest medical device maker said it earned $1.02 billion, or 86 cents per share, in the fourth quarter, compared with $963 million, or 81 cents per share, a year earlier. Excluding one-time items, the company earned 92 cents per
52|0|A Founding Father? Give the guy some|credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of|credit. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after all. He was a Founding Father, after
53|2|Credit Card Delinquencies at a 4-Year Low  NEW YORK (Reuters) -|Americans paid their credit card bills  on time at a record high level in June, sending credit card  delinquencies to their lowest level in four years, Moody's  Investors Service said on Monday.|The percentage of U.S. credit card accounts that were at least 90 days past due fell to a four-year low in the second quarter, according to a report released on Thursday. The delinquency rate for credit cards fell to 2.77 percent in the second quarter, down from 2.79 percent in the first quarter and 3.01 percent in the second quarter of 2012, according to the report by the American Bankers Association. The delinquency rate for
54|0|Serb denies siege terror charges A|Bosnian Serb general accused of organising the siege of Sarajevo pleads not guilty to war crimes charges.|"Serbian politician accused of war crimes has denied charges that he was responsible for terrorising civilians in the Bosnian town of Srebrenica. 
            END: 
            INSTRUCTION: The following is a continuation of the above instance. Complete the instance such that on combining the BEGINNING we provided and your continuation, it  becomes a single, cohesive instance. Your answer can consist of more than one sentence. Make sure you don't just repeat the beginning or the instruction in your answer."
55|3|Spam suspension hits Sohu.com shares (FT.com) FT.com - Shares in Sohu.com, a|leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.|Chinese Internet portal, fell by 10% on Monday after the company said it had been suspended from sending spam by the US Federal Trade Commission (FTC). The company said it had been told it would be suspended for 90 days, and that it was appealing the decision. Sohu.com, which is listed on the New York Stock Exchange, said it had been told it had sent 1.5m unsolicited emails in the past 12 months. The company said it had been told
56|2|Will This Idea Fly? Charge Some Travelers|\$10 for Showing Up Northwest Airlines said it would begin charging a \$10 fee for issuing a ticket at its airport check-in desks.|"for Their Carbon Footprint
            INSTRUCTION: You are provided with the BEGINNING of an instance. Complete the instance such that on combining the BEGINNING we provided and your continuation, it  becomes a single, cohesive instance. Your answer can consist of more than one sentence. Make sure you don't just repeat the beginning or the instruction in your answer.
            BEGINNING: Will This Idea Fly? Charge Some Travelers for Their Carbon Footprint
            INSTRUCTION: You are provided with the"
